Temp,한국어,영어,영어 검수
11046,한국에 도착해서 업무 처리하다 보니 시간이 빨리 갔네.,  Time has flown as I have been working busily upon my arrival in Korea.,Time has flown as I have been working busily upon my arrival in Korea.
11047,그녀에게 페이스북 친구 차단을 풀어 달라고 전해주세요.,  Tell her to unblock me on facebook.,Tell her to unblock me on facebook.
11056,학교에서 정해주는 시간표대로 공부해야 했습니다.,  I have to study by the time table which was provided by the school.,I had to study according to the timetable provided by the school.
11062,"당신에게 전해주고 싶은 책이 있어요, 언제 만날 수 있나요?",  I have a book to give you. When can we meet?,I have a book to give you. When can we meet?
11064,학교에서 정해준 규율에 의존하는 것이 아닙니다.,  Not depending on the rules made by the school.,You shouldn't depend on the rules given by the school.
11067,당신에게 피해를 주지 않고 만날 수 있는 방법은 없잖아.,  There is no way I can meet you without harming you.,There is no way I can meet you without harming you.
11077,호텔에 도착해보니 멋진 수영장이 한눈에 들어왔다.,  I could see a great pool at a glance when I arrived at the hotel.,I could get a glance at the great pool when I arrived at the hotel.
11078,회사에 처리해야 할 일이 생겨 일정이 미뤄 졌습니다.,  The schedule has been postponed because there are things that the company needs to deal with.,The schedule has been postponed because there were things that the company needed to deal with.
11092,메일에 첨부해드리는 파일 확인 후 피드백 부탁 드립니다.,  Please send me feedback after checking the attached file on the email.,Please send me feedback after checking the attached file below the email.
11093,공항에 도착해서 제일 먼저 가야 할 곳은 탑승 수속대입니다.,  The place you should go first to the airport is the check-in desk.,The place you should go first to the airport is the check-in desk.
11094,은행에 확인해 보았지만 내가 결제한 금액이 취소되어 있지 않다고 해요.,  The price that I paid has not been canceled even though I confirmed it through the bank.,"I already confirmed it through the bank, but the amount that I've paid hasn't been canceled yet."
11096,그녀에게 페이스북을 열어달라고 전해주세요.,  Please tell her to open facebook.,Please tell her to open her Facebook.
11098,한국에 귀국해서 계속 국내 출장중이라 연락이 늦었습니다.,"  The reply should have been made earlier, but I was on a business trip ever since I got back in Korea.","I should have sent a reply earlier, but I was on a business trip ever since I got back from Korea."
11099,당신에게 잘해 주고 싶어도 잘 해줄 수가 없네요.,  I cannot be nice to you even though I want to.,I cannot be nice to you even though I want to.
11100,공항에 도착해서 항공 시간을 확인하고 메세지를 넣을 것입니다.,"  Once I get to the airport, I will check the flight schedule and send a message.","Once I get to the airport, I will check the flight schedule and send a message."
11103,학교에 도착해서 전공 시험을 보고 나니 우울해 졌습니다.,  I became depressed after I took a major test at school.,I became depressed after I took a major test at school.
11112,혼자에 익숙해져 친구와 잘 어울리지 못할 것 같아.,  I am too used to being alone so I don't think I can hang out with my friends.,I am too used to being alone so I don't think I can hang out with my friends.
11118,친구에게 전해 준 선물이 사용되지 않으면 어떻게 하지?,  What if the present I got for my friend isn’t used?,What if my friend doesn't use the present I got for him(her)?
11122,회사에 도착해서 모닝 커피를 마시고 일과를 시작합니다.,  I arrived at the company and drank morning coffee.,I arrived at the company and drank morning coffee.
11126,공항에 도착해서 호텔까지 너의 친절이 너무 고마웠다.,  Thank you for the kindness you showed me since arriving at the airport and hotel.,Thank you for the kindness you showed me since arriving at the airport and hotel.
11129,학회에 초청해 주셔서 감사드리지만 다음을 기약하겠습니다.,"  Thank you for inviting me to the conference, but I'll take a rain check.","Thank you for inviting me to the conference, but I'll take a rain check."
11130,"타사에 비교해서, 어떤 기능이 추가적으로 필요하다고 생각됩니까?","  What other functions should be included, compared to other companies?",What other functions should be included when compared to other companies?
11133,나라에서 정해진 검사 기관에 의뢰를 해야 합니다.,  We need to request an inspection from an institution approved by the government.,We need to request an inspection from an institution approved by the government.
11139,예전에 소개해준 업체 외에 다른 정보가 있나요?,  Is there any other information in addition to the standard introduced here before?,Is there any other information in addition to the suppliers introduced here before?
11140,"종이에 인쇄해서, 스탑모션으로 촬영해도 재미있을 것 같아.",  It will be fun to take paper and do stop-motion.,It will be fun to print it out and shoot a stop-motion.
11141,귀사에 방문해서 새로운 주문에 대하여 상의할 예정입니다.,  We are going to visit your company and talk about the new order.,We are going to visit your company and talk about the new order.
11146,내년에도 올해와 동일하게 32 밀리미터를 사용합니다.,  We will use the same 32 millimeters next year as this year.,We will use the same 32 millimeters next year as this year.
11147,그들에게 오해를 풀어 주기 위해 빠른 회신을 부탁 합니다.,  Please ask for a fast answer to resolve misunderstandings with them.,Please give us a quick reply to sort out the misunderstanding with them.
11156,거기에서는 해당 메뉴를 삭제하는 것이 좋겠습니다.,  We'd better delete that menu there.,We'd better delete that menu there.
11162,이 여행을 통해 저는 세계에 대한 견문을 넓힐 수 있었습니다.,  I visited the Tower Bridge and the Great Britain Museum in the UK.,I was able to enlarge my perspectives of the world through this trip.
11166,춤 연습을 해야 해서 답장을 못 보낼 것 같습니다.,  I can't send you to reply because I have to practice dancing.,I'm afraid I can't send you a reply because I have to practice dancing.
11167,"다가오는 새해에는 가정에 좋은 일, 행복한 일들만 가득하길 바랍니다.","  In the new year, I hope all the good things are with your family",I wish you all the best for your family in the upcoming new year.
11171,과거와 비교해서 당신 나라의 계절이 어떻게 달라졌나요?,  How have the seasons in your country changed compared to the past?,How have the seasons in your country changed compared to the past?
